scenario_id,simulation_id,payment_rows_compared,claims_compared,max_absolute_ceded_payment_difference,max_relative_ceded_payment_difference,nonmatching_payment_rows,nonmatching_claim_rows,nonmatching_attachment_or_exhaustion_flags,missing_step29_payment_rows,missing_baseline_payment_rows,missing_step29_claim_rows,missing_baseline_claim_rows,passed,max_absolute_frozen_step16_truth_difference,max_relative_frozen_step16_truth_difference,nonmatching_frozen_step16_truth_values
long_emerging_break,24,7880,788,0.0,0.0,0,0,0,0,0,0,0,True,5.960464477539063e-08,2.1000694438200705e-16,0
long_shock_break,24,7880,788,0.0,0.0,0,0,0,0,0,0,0,True,0.0,0.0,0
short_stable_no_break,25,3048,762,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,1.3097365234202574e-16,0
short_emerging_no_break,25,3048,762,0.0,0.0,0,0,0,0,0,0,0,True,5.960464477539063e-08,1.7372401535927783e-16,0
short_shock_no_break,25,3048,762,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,1.2443333701888492e-16,0
long_stable_no_break,25,7620,762,0.0,0.0,0,0,0,0,0,0,0,True,2.9802322387695312e-08,1.377897812820471e-16,0
long_emerging_no_break,25,7620,762,0.0,0.0,0,0,0,0,0,0,0,True,2.9802322387695312e-08,1.3183536195841954e-16,0
long_shock_no_break,25,7620,762,0.0,0.0,0,0,0,0,0,0,0,True,2.9802322387695312e-08,1.2737741859670989e-16,0
long_stable_break,25,7620,762,0.0,0.0,0,0,0,0,0,0,0,True,2.9802322387695312e-08,1.1453639846479396e-16,0
long_emerging_break,25,7620,762,0.0,0.0,0,0,0,0,0,0,0,True,5.960464477539063e-08,2.1795418012057101e-16,0
long_shock_break,25,7620,762,0.0,0.0,0,0,0,0,0,0,0,True,4.76837158203125e-07,2.0989601789458038e-16,0
short_stable_no_break,26,2972,743,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,1.4233275937777557e-16,0
short_emerging_no_break,26,2972,743,0.0,0.0,0,0,0,0,0,0,0,True,5.960464477539063e-08,1.6438425700732902e-16,0
short_shock_no_break,26,2972,743,0.0,0.0,0,0,0,0,0,0,0,True,5.960464477539063e-08,1.9998990129524193e-16,0
long_stable_no_break,26,7430,743,0.0,0.0,0,0,0,0,0,0,0,True,4.76837158203125e-07,2.4420320474442097e-16,0
long_emerging_no_break,26,7430,743,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,1.9295527248265664e-16,0
long_shock_no_break,26,7430,743,0.0,0.0,0,0,0,0,0,0,0,True,4.76837158203125e-07,2.1513839854768092e-16,0
long_stable_break,26,7430,743,0.0,0.0,0,0,0,0,0,0,0,True,0.0,0.0,0
long_emerging_break,26,7430,743,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,1.9347962421777567e-16,0
long_shock_break,26,7430,743,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,1.1280484109567516e-16,0
short_stable_no_break,27,2980,745,0.0,0.0,0,0,0,0,0,0,0,True,5.960464477539063e-08,4.18533184243243e-16,0
short_emerging_no_break,27,2980,745,0.0,0.0,0,0,0,0,0,0,0,True,1.1920928955078125e-07,2.816774835308885e-16,0
short_shock_no_break,27,2980,745,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,1.3848652837011214e-16,0
long_stable_no_break,27,7450,745,0.0,0.0,0,0,0,0,0,0,0,True,1.1920928955078125e-07,3.459928838789484e-16,0
long_emerging_no_break,27,7450,745,0.0,0.0,0,0,0,0,0,0,0,True,4.76837158203125e-07,2.595396057909674e-16,0
long_shock_no_break,27,7450,745,0.0,0.0,0,0,0,0,0,0,0,True,4.76837158203125e-07,2.5393517891824793e-16,0
long_stable_break,27,7450,745,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,2.3797081240105313e-16,0
long_emerging_break,27,7450,745,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,1.1187594866023152e-16,0
long_shock_break,27,7450,745,0.0,0.0,0,0,0,0,0,0,0,True,5.960464477539063e-08,2.183546425401174e-16,0
short_stable_no_break,28,3016,754,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,1.4399580128854832e-16,0
short_emerging_no_break,28,3016,754,0.0,0.0,0,0,0,0,0,0,0,True,2.9802322387695312e-08,1.1435626260927e-16,0
short_shock_no_break,28,3016,754,0.0,0.0,0,0,0,0,0,0,0,True,5.960464477539063e-08,2.1922342991058776e-16,0
long_stable_no_break,28,7540,754,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,2.102154560175892e-16,0
long_emerging_no_break,28,7540,754,0.0,0.0,0,0,0,0,0,0,0,True,0.0,0.0,0
long_shock_no_break,28,7540,754,0.0,0.0,0,0,0,0,0,0,0,True,1.1920928955078125e-07,2.984723103413425e-16,0
long_stable_break,28,7540,754,0.0,0.0,0,0,0,0,0,0,0,True,2.9802322387695312e-08,1.380614004077549e-16,0
long_emerging_break,28,7540,754,0.0,0.0,0,0,0,0,0,0,0,True,4.76837158203125e-07,2.3896851111346537e-16,0
long_shock_break,28,7540,754,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,1.1344062007274674e-16,0
short_stable_no_break,29,2688,672,0.0,0.0,0,0,0,0,0,0,0,True,2.9802322387695312e-08,1.3079679032156937e-16,0
short_emerging_no_break,29,2688,672,0.0,0.0,0,0,0,0,0,0,0,True,2.9802322387695312e-08,2.5329227009777157e-16,0
short_shock_no_break,29,2688,672,0.0,0.0,0,0,0,0,0,0,0,True,2.9802322387695312e-08,1.1141518171347139e-16,0
long_stable_no_break,29,6720,672,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,1.3735090870986311e-16,0
long_emerging_no_break,29,6720,672,0.0,0.0,0,0,0,0,0,0,0,True,0.0,0.0,0
long_shock_no_break,29,6720,672,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,1.203861620140682e-16,0
long_stable_break,29,6720,672,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,2.6390984489008994e-16,0
long_emerging_break,29,6720,672,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,4.2196550942901336e-16,0
long_shock_break,29,6720,672,0.0,0.0,0,0,0,0,0,0,0,True,4.76837158203125e-07,2.530757244254691e-16,0
short_stable_no_break,30,2796,699,0.0,0.0,0,0,0,0,0,0,0,True,2.9802322387695312e-08,2.470025408300403e-16,0
short_emerging_no_break,30,2796,699,0.0,0.0,0,0,0,0,0,0,0,True,5.960464477539063e-08,2.47969102305702e-16,0
short_shock_no_break,30,2796,699,0.0,0.0,0,0,0,0,0,0,0,True,4.76837158203125e-07,2.8886367884034203e-16,0
long_stable_no_break,30,6990,699,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,2.724475497775192e-16,0
long_emerging_no_break,30,6990,699,0.0,0.0,0,0,0,0,0,0,0,True,4.76837158203125e-07,2.417439584068808e-16,0
long_shock_no_break,30,6990,699,0.0,0.0,0,0,0,0,0,0,0,True,4.76837158203125e-07,2.276318636581402e-16,0
long_stable_break,30,6990,699,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,2.709515412438899e-16,0
long_emerging_break,30,6990,699,0.0,0.0,0,0,0,0,0,0,0,True,1.1920928955078125e-07,2.0471597021665272e-16,0
long_shock_break,30,6990,699,0.0,0.0,0,0,0,0,0,0,0,True,0.0,0.0,0
short_stable_no_break,31,3004,751,0.0,0.0,0,0,0,0,0,0,0,True,1.4901161193847656e-08,1.2205867356981825e-16,0
short_emerging_no_break,31,3004,751,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,1.2930852641674364e-16,0
short_shock_no_break,31,3004,751,0.0,0.0,0,0,0,0,0,0,0,True,5.960464477539063e-08,1.6457605658836202e-16,0
long_stable_no_break,31,7510,751,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,1.4666454890858672e-16,0
long_emerging_no_break,31,7510,751,0.0,0.0,0,0,0,0,0,0,0,True,5.960464477539063e-08,1.3383089235436305e-16,0
long_shock_no_break,31,7510,751,0.0,0.0,0,0,0,0,0,0,0,True,4.76837158203125e-07,1.9827870942139146e-16,0
long_stable_break,31,7510,751,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,1.1658616832319106e-16,0
long_emerging_break,31,7510,751,0.0,0.0,0,0,0,0,0,0,0,True,5.960464477539063e-08,1.7492381380409155e-16,0
long_shock_break,31,7510,751,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,2.8719006601989813e-16,0
short_stable_no_break,32,2924,731,0.0,0.0,0,0,0,0,0,0,0,True,5.960464477539063e-08,1.7022041610181959e-16,0
short_emerging_no_break,32,2924,731,0.0,0.0,0,0,0,0,0,0,0,True,1.4901161193847656e-08,2.4997273798000283e-16,0
short_shock_no_break,32,2924,731,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,1.4794847320403604e-16,0
long_stable_no_break,32,7310,731,0.0,0.0,0,0,0,0,0,0,0,True,5.960464477539063e-08,1.4122942579884775e-16,0
long_emerging_no_break,32,7310,731,0.0,0.0,0,0,0,0,0,0,0,True,1.1920928955078125e-07,1.3598607718021643e-16,0
long_shock_no_break,32,7310,731,0.0,0.0,0,0,0,0,0,0,0,True,9.5367431640625e-07,4.136558528596617e-16,0
long_stable_break,32,7310,731,0.0,0.0,0,0,0,0,0,0,0,True,5.960464477539063e-08,2.450076765384373e-16,0
long_emerging_break,32,7310,731,0.0,0.0,0,0,0,0,0,0,0,True,1.1920928955078125e-07,2.1729762770134014e-16,0
long_shock_break,32,7310,731,0.0,0.0,0,0,0,0,0,0,0,True,1.1920928955078125e-07,1.6436075335934285e-16,0
short_stable_no_break,33,3132,783,0.0,0.0,0,0,0,0,0,0,0,True,1.4901161193847656e-08,1.481138749608454e-16,0
short_emerging_no_break,33,3132,783,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,1.3071723962616543e-16,0
short_shock_no_break,33,3132,783,0.0,0.0,0,0,0,0,0,0,0,True,4.76837158203125e-07,2.5559574562590604e-16,0
long_stable_no_break,33,7830,783,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,1.5094500362957654e-16,0
long_emerging_no_break,33,7830,783,0.0,0.0,0,0,0,0,0,0,0,True,1.1920928955078125e-07,1.8323496802035342e-16,0
long_shock_no_break,33,7830,783,0.0,0.0,0,0,0,0,0,0,0,True,4.76837158203125e-07,2.0086272920069238e-16,0
long_stable_break,33,7830,783,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,2.42366217305849e-16,0
long_emerging_break,33,7830,783,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,1.706530591427105e-16,0
long_shock_break,33,7830,783,0.0,0.0,0,0,0,0,0,0,0,True,5.960464477539063e-08,1.4877881580499073e-16,0
short_stable_no_break,34,2988,747,0.0,0.0,0,0,0,0,0,0,0,True,1.4901161193847656e-08,1.3293526096810725e-16,0
short_emerging_no_break,34,2988,747,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,1.917419677307759e-16,0
short_shock_no_break,34,2988,747,0.0,0.0,0,0,0,0,0,0,0,True,5.960464477539063e-08,1.834368289304129e-16,0
long_stable_no_break,34,7470,747,0.0,0.0,0,0,0,0,0,0,0,True,0.0,0.0,0
long_emerging_no_break,34,7470,747,0.0,0.0,0,0,0,0,0,0,0,True,4.76837158203125e-07,2.2220966645122345e-16,0
long_shock_no_break,34,7470,747,0.0,0.0,0,0,0,0,0,0,0,True,0.0,0.0,0
long_stable_break,34,7470,747,0.0,0.0,0,0,0,0,0,0,0,True,0.0,0.0,0
long_emerging_break,34,7470,747,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,1.1603492024419114e-16,0
long_shock_break,34,7470,747,0.0,0.0,0,0,0,0,0,0,0,True,1.1920928955078125e-07,2.7455537743476915e-16,0
short_stable_no_break,35,2896,724,0.0,0.0,0,0,0,0,0,0,0,True,0.0,0.0,0
short_emerging_no_break,35,2896,724,0.0,0.0,0,0,0,0,0,0,0,True,5.960464477539063e-08,1.9848821702592622e-16,0
short_shock_no_break,35,2896,724,0.0,0.0,0,0,0,0,0,0,0,True,0.0,0.0,0
long_stable_no_break,35,7240,724,0.0,0.0,0,0,0,0,0,0,0,True,5.960464477539063e-08,1.869416928304655e-16,0
long_emerging_no_break,35,7240,724,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,1.5125077165203468e-16,0
long_shock_no_break,35,7240,724,0.0,0.0,0,0,0,0,0,0,0,True,4.76837158203125e-07,2.4178664918876527e-16,0
long_stable_break,35,7240,724,0.0,0.0,0,0,0,0,0,0,0,True,2.9802322387695312e-08,1.3010489457396698e-16,0
long_emerging_break,35,7240,724,0.0,0.0,0,0,0,0,0,0,0,True,0.0,0.0,0
long_shock_break,35,7240,724,0.0,0.0,0,0,0,0,0,0,0,True,0.0,0.0,0
short_stable_no_break,36,2964,741,0.0,0.0,0,0,0,0,0,0,0,True,5.960464477539063e-08,2.063418985323631e-16,0
short_emerging_no_break,36,2964,741,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,3.7271282812085136e-16,0
short_shock_no_break,36,2964,741,0.0,0.0,0,0,0,0,0,0,0,True,0.0,0.0,0
long_stable_no_break,36,7410,741,0.0,0.0,0,0,0,0,0,0,0,True,1.1920928955078125e-07,1.7328442033793396e-16,0
long_emerging_no_break,36,7410,741,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,1.8128773970980376e-16,0
long_shock_no_break,36,7410,741,0.0,0.0,0,0,0,0,0,0,0,True,1.1920928955078125e-07,1.3219743711154337e-16,0
long_stable_break,36,7410,741,0.0,0.0,0,0,0,0,0,0,0,True,0.0,0.0,0
long_emerging_break,36,7410,741,0.0,0.0,0,0,0,0,0,0,0,True,4.76837158203125e-07,2.4855031487423196e-16,0
long_shock_break,36,7410,741,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,2.0905128675645657e-16,0
short_stable_no_break,37,2920,730,0.0,0.0,0,0,0,0,0,0,0,True,4.76837158203125e-07,2.9298424071685073e-16,0
short_emerging_no_break,37,2920,730,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,1.9559645159131594e-16,0
short_shock_no_break,37,2920,730,0.0,0.0,0,0,0,0,0,0,0,True,5.960464477539063e-08,1.8926772221110038e-16,0
long_stable_no_break,37,7300,730,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,1.2526137193809673e-16,0
long_emerging_no_break,37,7300,730,0.0,0.0,0,0,0,0,0,0,0,True,4.76837158203125e-07,2.345755246590443e-16,0
long_shock_no_break,37,7300,730,0.0,0.0,0,0,0,0,0,0,0,True,1.1920928955078125e-07,1.4175922730111877e-16,0
long_stable_break,37,7300,730,0.0,0.0,0,0,0,0,0,0,0,True,5.960464477539063e-08,2.4213723676794633e-16,0
long_emerging_break,37,7300,730,0.0,0.0,0,0,0,0,0,0,0,True,2.9802322387695312e-08,1.1607806521588333e-16,0
long_shock_break,37,7300,730,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,1.8491835369426296e-16,0
short_stable_no_break,38,2936,734,0.0,0.0,0,0,0,0,0,0,0,True,0.0,0.0,0
short_emerging_no_break,38,2936,734,0.0,0.0,0,0,0,0,0,0,0,True,5.960464477539063e-08,1.645273858074439e-16,0
short_shock_no_break,38,2936,734,0.0,0.0,0,0,0,0,0,0,0,True,5.960464477539063e-08,1.5269353451059688e-16,0
long_stable_no_break,38,7340,734,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,1.2145781957274633e-16,0
long_emerging_no_break,38,7340,734,0.0,0.0,0,0,0,0,0,0,0,True,1.1920928955078125e-07,1.3555639828748194e-16,0
long_shock_no_break,38,7340,734,0.0,0.0,0,0,0,0,0,0,0,True,4.76837158203125e-07,2.1214451467447108e-16,0
long_stable_break,38,7340,734,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,1.2477170467830974e-16,0
long_emerging_break,38,7340,734,0.0,0.0,0,0,0,0,0,0,0,True,0.0,0.0,0
long_shock_break,38,7340,734,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,1.246022985989802e-16,0
short_stable_no_break,39,3048,762,0.0,0.0,0,0,0,0,0,0,0,True,2.9802322387695312e-08,2.240251231023943e-16,0
short_emerging_no_break,39,3048,762,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,1.3294746893894992e-16,0
short_shock_no_break,39,3048,762,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,1.537908161727936e-16,0
long_stable_no_break,39,7620,762,0.0,0.0,0,0,0,0,0,0,0,True,5.960464477539063e-08,1.760946388556497e-16,0
long_emerging_no_break,39,7620,762,0.0,0.0,0,0,0,0,0,0,0,True,4.76837158203125e-07,2.1611083201892417e-16,0
long_shock_no_break,39,7620,762,0.0,0.0,0,0,0,0,0,0,0,True,2.9802322387695312e-08,1.600031779174593e-16,0
long_stable_break,39,7620,762,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,1.42992760657713e-16,0
long_emerging_break,39,7620,762,0.0,0.0,0,0,0,0,0,0,0,True,0.0,0.0,0
long_shock_break,39,7620,762,0.0,0.0,0,0,0,0,0,0,0,True,5.960464477539063e-08,1.448086429325781e-16,0
short_stable_no_break,40,2972,743,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,1.7282280646718278e-16,0
short_emerging_no_break,40,2972,743,0.0,0.0,0,0,0,0,0,0,0,True,5.960464477539063e-08,1.8753336858918905e-16,0
short_shock_no_break,40,2972,743,0.0,0.0,0,0,0,0,0,0,0,True,1.4901161193847656e-08,1.3594676083243833e-16,0
long_stable_no_break,40,7430,743,0.0,0.0,0,0,0,0,0,0,0,True,0.0,0.0,0
long_emerging_no_break,40,7430,743,0.0,0.0,0,0,0,0,0,0,0,True,4.76837158203125e-07,2.164187594396109e-16,0
long_shock_no_break,40,7430,743,0.0,0.0,0,0,0,0,0,0,0,True,1.1920928955078125e-07,1.7270517047402906e-16,0
long_stable_break,40,7430,743,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,1.1865876220667244e-16,0
long_emerging_break,40,7430,743,0.0,0.0,0,0,0,0,0,0,0,True,1.1920928955078125e-07,2.2354119172704984e-16,0
long_shock_break,40,7430,743,0.0,0.0,0,0,0,0,0,0,0,True,1.1920928955078125e-07,3.6192083618060787e-16,0
short_stable_no_break,41,2948,737,0.0,0.0,0,0,0,0,0,0,0,True,1.4901161193847656e-08,1.2099131767440298e-16,0
short_emerging_no_break,41,2948,737,0.0,0.0,0,0,0,0,0,0,0,True,4.76837158203125e-07,2.815183678048093e-16,0
short_shock_no_break,41,2948,737,0.0,0.0,0,0,0,0,0,0,0,True,4.76837158203125e-07,2.968538024389028e-16,0
long_stable_no_break,41,7370,737,0.0,0.0,0,0,0,0,0,0,0,True,5.960464477539063e-08,1.189832481426262e-16,0
long_emerging_no_break,41,7370,737,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,1.4034693726885326e-16,0
long_shock_no_break,41,7370,737,0.0,0.0,0,0,0,0,0,0,0,True,1.1920928955078125e-07,1.6192610834835782e-16,0
long_stable_break,41,7370,737,0.0,0.0,0,0,0,0,0,0,0,True,2.9802322387695312e-08,1.3269533288490266e-16,0
long_emerging_break,41,7370,737,0.0,0.0,0,0,0,0,0,0,0,True,1.1920928955078125e-07,3.798090885469325e-16,0
long_shock_break,41,7370,737,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,1.59761424194473e-16,0
short_stable_no_break,42,2908,727,0.0,0.0,0,0,0,0,0,0,0,True,4.76837158203125e-07,2.644575523667874e-16,0
short_emerging_no_break,42,2908,727,0.0,0.0,0,0,0,0,0,0,0,True,0.0,0.0,0
short_shock_no_break,42,2908,727,0.0,0.0,0,0,0,0,0,0,0,True,0.0,0.0,0
long_stable_no_break,42,7270,727,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,1.6531706071714608e-16,0
long_emerging_no_break,42,7270,727,0.0,0.0,0,0,0,0,0,0,0,True,4.76837158203125e-07,2.097409673176081e-16,0
long_shock_no_break,42,7270,727,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,2.147363538164608e-16,0
long_stable_break,42,7270,727,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,2.2087947772704772e-16,0
long_emerging_break,42,7270,727,0.0,0.0,0,0,0,0,0,0,0,True,4.76837158203125e-07,2.1906441966003898e-16,0
long_shock_break,42,7270,727,0.0,0.0,0,0,0,0,0,0,0,True,0.0,0.0,0
short_stable_no_break,43,2916,729,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,1.9337977451482167e-16,0
short_emerging_no_break,43,2916,729,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,2.2185201575413057e-16,0
short_shock_no_break,43,2916,729,0.0,0.0,0,0,0,0,0,0,0,True,1.4901161193847656e-08,1.4716669746298846e-16,0
long_stable_no_break,43,7290,729,0.0,0.0,0,0,0,0,0,0,0,True,1.1920928955078125e-07,3.23066932207562e-16,0
long_emerging_no_break,43,7290,729,0.0,0.0,0,0,0,0,0,0,0,True,4.76837158203125e-07,2.226723210190845e-16,0
long_shock_no_break,43,7290,729,0.0,0.0,0,0,0,0,0,0,0,True,4.76837158203125e-07,2.0908977563253577e-16,0
long_stable_break,43,7290,729,0.0,0.0,0,0,0,0,0,0,0,True,1.1920928955078125e-07,1.9221381027254984e-16,0
long_emerging_break,43,7290,729,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,1.2719822302912503e-16,0
long_shock_break,43,7290,729,0.0,0.0,0,0,0,0,0,0,0,True,2.9802322387695312e-08,1.2139903901866792e-16,0
short_stable_no_break,44,3116,779,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,2.0219595986224637e-16,0
short_emerging_no_break,44,3116,779,0.0,0.0,0,0,0,0,0,0,0,True,5.960464477539063e-08,1.521112953692934e-16,0
short_shock_no_break,44,3116,779,0.0,0.0,0,0,0,0,0,0,0,True,5.960464477539063e-08,1.3965063905095366e-16,0
long_stable_no_break,44,7790,779,0.0,0.0,0,0,0,0,0,0,0,True,5.960464477539063e-08,1.6092018784137926e-16,0
long_emerging_no_break,44,7790,779,0.0,0.0,0,0,0,0,0,0,0,True,1.1920928955078125e-07,1.7747617107040743e-16,0
long_shock_no_break,44,7790,779,0.0,0.0,0,0,0,0,0,0,0,True,1.1920928955078125e-07,1.9801452431006714e-16,0
long_stable_break,44,7790,779,0.0,0.0,0,0,0,0,0,0,0,True,5.960464477539063e-08,1.1931264950203015e-16,0
long_emerging_break,44,7790,779,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,1.5456134259039608e-16,0
long_shock_break,44,7790,779,0.0,0.0,0,0,0,0,0,0,0,True,1.1920928955078125e-07,2.5285586857709883e-16,0
short_stable_no_break,45,2992,748,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,1.7471358128886935e-16,0
short_emerging_no_break,45,2992,748,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,1.6785442754922726e-16,0
short_shock_no_break,45,2992,748,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,1.622288357990258e-16,0
long_stable_no_break,45,7480,748,0.0,0.0,0,0,0,0,0,0,0,True,1.1920928955078125e-07,1.7830921691660403e-16,0
long_emerging_no_break,45,7480,748,0.0,0.0,0,0,0,0,0,0,0,True,4.76837158203125e-07,2.098668404518311e-16,0
long_shock_no_break,45,7480,748,0.0,0.0,0,0,0,0,0,0,0,True,1.1920928955078125e-07,1.504755824569166e-16,0
long_stable_break,45,7480,748,0.0,0.0,0,0,0,0,0,0,0,True,1.1920928955078125e-07,2.0176645598635366e-16,0
long_emerging_break,45,7480,748,0.0,0.0,0,0,0,0,0,0,0,True,4.76837158203125e-07,2.1865298530162025e-16,0
long_shock_break,45,7480,748,0.0,0.0,0,0,0,0,0,0,0,True,0.0,0.0,0
short_stable_no_break,46,3080,770,0.0,0.0,0,0,0,0,0,0,0,True,5.960464477539063e-08,1.883991845928114e-16,0
short_emerging_no_break,46,3080,770,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,1.3172461923186393e-16,0
short_shock_no_break,46,3080,770,0.0,0.0,0,0,0,0,0,0,0,True,5.960464477539063e-08,1.7377084573960015e-16,0
long_stable_no_break,46,7700,770,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,3.035674191412819e-16,0
long_emerging_no_break,46,7700,770,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,2.618931899738284e-16,0
long_shock_no_break,46,7700,770,0.0,0.0,0,0,0,0,0,0,0,True,4.76837158203125e-07,2.0222088653192173e-16,0
long_stable_break,46,7700,770,0.0,0.0,0,0,0,0,0,0,0,True,5.960464477539063e-08,2.1938227263371088e-16,0
long_emerging_break,46,7700,770,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,2.0174231483494708e-16,0
long_shock_break,46,7700,770,0.0,0.0,0,0,0,0,0,0,0,True,1.1920928955078125e-07,1.4924134604568642e-16,0
short_stable_no_break,47,2984,746,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,2.0664052552899727e-16,0
short_emerging_no_break,47,2984,746,0.0,0.0,0,0,0,0,0,0,0,True,1.4901161193847656e-08,1.1720598647282372e-16,0
short_shock_no_break,47,2984,746,0.0,0.0,0,0,0,0,0,0,0,True,0.0,0.0,0
long_stable_no_break,47,7460,746,0.0,0.0,0,0,0,0,0,0,0,True,5.960464477539063e-08,1.196666415835313e-16,0
long_emerging_no_break,47,7460,746,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,1.4908924884687329e-16,0
long_shock_no_break,47,7460,746,0.0,0.0,0,0,0,0,0,0,0,True,0.0,0.0,0
long_stable_break,47,7460,746,0.0,0.0,0,0,0,0,0,0,0,True,4.76837158203125e-07,2.5839018042254793e-16,0
long_emerging_break,47,7460,746,0.0,0.0,0,0,0,0,0,0,0,True,2.9802322387695312e-08,1.2012041137299297e-16,0
long_shock_break,47,7460,746,0.0,0.0,0,0,0,0,0,0,0,True,2.9802322387695312e-08,1.158331820091986e-16,0
short_stable_no_break,48,2828,707,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,1.4788260344945477e-16,0
short_emerging_no_break,48,2828,707,0.0,0.0,0,0,0,0,0,0,0,True,0.0,0.0,0
short_shock_no_break,48,2828,707,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,1.4091024169927077e-16,0
long_stable_no_break,48,7070,707,0.0,0.0,0,0,0,0,0,0,0,True,4.76837158203125e-07,3.1484865544763333e-16,0
long_emerging_no_break,48,7070,707,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,1.1778968037517798e-16,0
long_shock_no_break,48,7070,707,0.0,0.0,0,0,0,0,0,0,0,True,4.76837158203125e-07,2.5049458199901916e-16,0
long_stable_break,48,7070,707,0.0,0.0,0,0,0,0,0,0,0,True,5.960464477539063e-08,2.704609382555615e-16,0
long_emerging_break,48,7070,707,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,1.8142941333954692e-16,0
long_shock_break,48,7070,707,0.0,0.0,0,0,0,0,0,0,0,True,5.960464477539063e-08,2.4866912508865427e-16,0
short_stable_no_break,49,2856,714,0.0,0.0,0,0,0,0,0,0,0,True,1.4901161193847656e-08,1.542002550871746e-16,0
