"path","step","type","referenced_by_step32","referenced_by_step33","needed_for_tests","needed_for_reproducibility","recommended_action","reason"
"outputs/step24_poisson_break_interaction/smoke_no_break/failure_summary.csv","24","csv","False","False","False","False","REMOVE","Generated smoke-run artifact; not referenced by Step 32, Step 33, tests, documentation, or a final-run input."
"outputs/step24_poisson_break_interaction/smoke_no_break/figures/mean_absolute_percentage_error_ceded.png","24","png","False","False","False","False","REMOVE","Generated smoke-run artifact; not referenced by Step 32, Step 33, tests, documentation, or a final-run input."
"outputs/step24_poisson_break_interaction/smoke_no_break/figures/mean_absolute_percentage_error_gross.png","24","png","False","False","False","False","REMOVE","Generated smoke-run artifact; not referenced by Step 32, Step 33, tests, documentation, or a final-run input."
"outputs/step24_poisson_break_interaction/smoke_no_break/figures/model_success_rate.png","24","png","False","False","False","False","REMOVE","Generated smoke-run artifact; not referenced by Step 32, Step 33, tests, documentation, or a final-run input."
"outputs/step24_poisson_break_interaction/smoke_no_break/manifest.json","24","json","False","False","False","False","REMOVE","Generated smoke-run artifact; not referenced by Step 32, Step 33, tests, documentation, or a final-run input."
"outputs/step24_poisson_break_interaction/smoke_no_break/results_checkpoint.csv","24","csv","False","False","False","False","REMOVE","Generated smoke-run artifact; not referenced by Step 32, Step 33, tests, documentation, or a final-run input."
"outputs/step24_poisson_break_interaction/smoke_no_break/results.csv","24","csv","False","False","False","False","REMOVE","Generated smoke-run artifact; not referenced by Step 32, Step 33, tests, documentation, or a final-run input."
"outputs/step24_poisson_break_interaction/smoke_no_break/summary.csv","24","csv","False","False","False","False","REMOVE","Generated smoke-run artifact; not referenced by Step 32, Step 33, tests, documentation, or a final-run input."
"outputs/step25_regularized_tweedie/final_50/acceptance_report.csv","25","csv","False","False","False","True","KEEP","Final experiment, calibration, method-note, manifest, or provenance artifact retained for reproducibility."
"outputs/step25_regularized_tweedie/final_50/failure_summary.csv","25","csv","False","False","False","True","KEEP","Final experiment, calibration, method-note, manifest, or provenance artifact retained for reproducibility."
"outputs/step25_regularized_tweedie/final_50/figures/mean_absolute_percentage_error_ceded.png","25","png","False","False","False","True","KEEP","Final experiment, calibration, method-note, manifest, or provenance artifact retained for reproducibility."
"outputs/step25_regularized_tweedie/final_50/figures/mean_absolute_percentage_error_gross.png","25","png","False","False","False","True","KEEP","Final experiment, calibration, method-note, manifest, or provenance artifact retained for reproducibility."
"outputs/step25_regularized_tweedie/final_50/figures/model_success_rate.png","25","png","False","False","False","True","KEEP","Final experiment, calibration, method-note, manifest, or provenance artifact retained for reproducibility."
"outputs/step25_regularized_tweedie/final_50/main_summary.csv","25","csv","False","False","False","True","KEEP","Final experiment, calibration, method-note, manifest, or provenance artifact retained for reproducibility."
"outputs/step25_regularized_tweedie/final_50/manifest.json","25","json","False","False","False","True","KEEP","Final experiment, calibration, method-note, manifest, or provenance artifact retained for reproducibility."
"outputs/step25_regularized_tweedie/final_50/poisson_vs_tweedie_comparison.csv","25","csv","False","False","False","True","KEEP","Final experiment, calibration, method-note, manifest, or provenance artifact retained for reproducibility."
"outputs/step25_regularized_tweedie/final_50/results_checkpoint.csv","25","csv","False","False","False","False","REMOVE","Completed-run checkpoint is byte-identical to the retained results.csv and no consumer reads it."
"outputs/step25_regularized_tweedie/final_50/results.csv","25","csv","True","False","False","True","KEEP","Frozen source listed in outputs/final_analysis/source_inventory.csv."
"outputs/step25_regularized_tweedie/final_50/STEP25_FINAL_SUMMARY.xlsx","25","xlsx","False","False","False","False","REMOVE","Authorized untracked convenience workbook; authoritative Step 25 CSVs are retained."
"outputs/step25_regularized_tweedie/final_50/STEP25_METHOD_NOTE.md","25","md","False","False","False","True","KEEP","Final experiment, calibration, method-note, manifest, or provenance artifact retained for reproducibility."
"outputs/step25_regularized_tweedie/final_50/summary.csv","25","csv","False","False","False","True","KEEP","Final experiment, calibration, method-note, manifest, or provenance artifact retained for reproducibility."
"outputs/step25_regularized_tweedie/final_50/tweedie_hyperparameter_frequencies_by_scenario_basis.csv","25","csv","False","False","False","True","KEEP","Final experiment, calibration, method-note, manifest, or provenance artifact retained for reproducibility."
"outputs/step25_regularized_tweedie/final_50/tweedie_selected_alpha_frequencies_overall.csv","25","csv","False","False","False","True","KEEP","Final experiment, calibration, method-note, manifest, or provenance artifact retained for reproducibility."
"outputs/step25_regularized_tweedie/final_50/tweedie_selected_power_frequencies_overall.csv","25","csv","False","False","False","True","KEEP","Final experiment, calibration, method-note, manifest, or provenance artifact retained for reproducibility."
"outputs/step25_regularized_tweedie/smoke_all_9_scenarios/acceptance_report.csv","25","csv","False","False","False","False","REMOVE","Generated smoke-run artifact; not referenced by Step 32, Step 33, tests, documentation, or a final-run input."
"outputs/step25_regularized_tweedie/smoke_all_9_scenarios/failure_summary.csv","25","csv","False","False","False","False","REMOVE","Generated smoke-run artifact; not referenced by Step 32, Step 33, tests, documentation, or a final-run input."
"outputs/step25_regularized_tweedie/smoke_all_9_scenarios/figures/mean_absolute_percentage_error_ceded.png","25","png","False","False","False","False","REMOVE","Generated smoke-run artifact; not referenced by Step 32, Step 33, tests, documentation, or a final-run input."
"outputs/step25_regularized_tweedie/smoke_all_9_scenarios/figures/mean_absolute_percentage_error_gross.png","25","png","False","False","False","False","REMOVE","Generated smoke-run artifact; not referenced by Step 32, Step 33, tests, documentation, or a final-run input."
"outputs/step25_regularized_tweedie/smoke_all_9_scenarios/figures/model_success_rate.png","25","png","False","False","False","False","REMOVE","Generated smoke-run artifact; not referenced by Step 32, Step 33, tests, documentation, or a final-run input."
"outputs/step25_regularized_tweedie/smoke_all_9_scenarios/manifest.json","25","json","False","False","False","False","REMOVE","Generated smoke-run artifact; not referenced by Step 32, Step 33, tests, documentation, or a final-run input."
"outputs/step25_regularized_tweedie/smoke_all_9_scenarios/results_checkpoint.csv","25","csv","False","False","False","False","REMOVE","Generated smoke-run artifact; not referenced by Step 32, Step 33, tests, documentation, or a final-run input."
"outputs/step25_regularized_tweedie/smoke_all_9_scenarios/results.csv","25","csv","False","False","False","False","REMOVE","Generated smoke-run artifact; not referenced by Step 32, Step 33, tests, documentation, or a final-run input."
"outputs/step25_regularized_tweedie/smoke_all_9_scenarios/summary.csv","25","csv","False","False","False","False","REMOVE","Generated smoke-run artifact; not referenced by Step 32, Step 33, tests, documentation, or a final-run input."
"outputs/step26_history_window_sensitivity/final_50/acceptance_report.csv","26","csv","False","False","False","True","KEEP","Final experiment, calibration, method-note, manifest, or provenance artifact retained for reproducibility."
"outputs/step26_history_window_sensitivity/final_50/applicability_summary.csv","26","csv","False","False","False","True","KEEP","Final experiment, calibration, method-note, manifest, or provenance artifact retained for reproducibility."
"outputs/step26_history_window_sensitivity/final_50/failure_summary.csv","26","csv","False","False","False","True","KEEP","Final experiment, calibration, method-note, manifest, or provenance artifact retained for reproducibility."
"outputs/step26_history_window_sensitivity/final_50/history_window_comparisons.csv","26","csv","False","False","False","True","KEEP","Final experiment, calibration, method-note, manifest, or provenance artifact retained for reproducibility."
"outputs/step26_history_window_sensitivity/final_50/manifest.json","26","json","False","False","False","True","KEEP","Final experiment, calibration, method-note, manifest, or provenance artifact retained for reproducibility."
"outputs/step26_history_window_sensitivity/final_50/results_checkpoint.csv","26","csv","False","False","False","False","REMOVE","Completed-run checkpoint is byte-identical to the retained results.csv and no consumer reads it."
"outputs/step26_history_window_sensitivity/final_50/results.csv","26","csv","True","False","False","True","KEEP","Frozen source listed in outputs/final_analysis/source_inventory.csv."
"outputs/step26_history_window_sensitivity/final_50/STEP26_METHOD_NOTE.md","26","md","False","False","False","True","KEEP","Final experiment, calibration, method-note, manifest, or provenance artifact retained for reproducibility."
"outputs/step26_history_window_sensitivity/final_50/summary.csv","26","csv","False","False","False","True","KEEP","Final experiment, calibration, method-note, manifest, or provenance artifact retained for reproducibility."
"outputs/step26_history_window_sensitivity/smoke_1/acceptance_report.csv","26","csv","False","False","False","False","REMOVE","Generated smoke-run artifact; not referenced by Step 32, Step 33, tests, documentation, or a final-run input."
"outputs/step26_history_window_sensitivity/smoke_1/failure_summary.csv","26","csv","False","False","False","False","REMOVE","Generated smoke-run artifact; not referenced by Step 32, Step 33, tests, documentation, or a final-run input."
"outputs/step26_history_window_sensitivity/smoke_1/manifest.json","26","json","False","False","False","False","REMOVE","Generated smoke-run artifact; not referenced by Step 32, Step 33, tests, documentation, or a final-run input."
"outputs/step26_history_window_sensitivity/smoke_1/results_checkpoint.csv","26","csv","False","False","False","False","REMOVE","Generated smoke-run artifact; not referenced by Step 32, Step 33, tests, documentation, or a final-run input."
"outputs/step26_history_window_sensitivity/smoke_1/results.csv","26","csv","False","False","False","False","REMOVE","Generated smoke-run artifact; not referenced by Step 32, Step 33, tests, documentation, or a final-run input."
"outputs/step26_history_window_sensitivity/smoke_1/summary.csv","26","csv","False","False","False","False","REMOVE","Generated smoke-run artifact; not referenced by Step 32, Step 33, tests, documentation, or a final-run input."
"outputs/step27_prior_misspecification/baseline_gate_1_00/","27","directory","False","False","False","False","REMOVE","Authorized untracked intermediate gate; final_50 contains the authoritative approved baseline reproduction evidence."
"outputs/step27_prior_misspecification/final_50/acceptance_report.csv","27","csv","False","False","False","True","KEEP","Final experiment, calibration, method-note, manifest, or provenance artifact retained for reproducibility."
"outputs/step27_prior_misspecification/final_50/baseline_reproduction.csv","27","csv","False","False","False","True","KEEP","Final experiment, calibration, method-note, manifest, or provenance artifact retained for reproducibility."
"outputs/step27_prior_misspecification/final_50/by_accident_year.csv","27","csv","True","False","False","True","KEEP","Frozen source listed in outputs/final_analysis/source_inventory.csv."
"outputs/step27_prior_misspecification/final_50/direct_multiplier_comparison.csv","27","csv","False","False","False","True","KEEP","Final experiment, calibration, method-note, manifest, or provenance artifact retained for reproducibility."
"outputs/step27_prior_misspecification/final_50/failure_summary.csv","27","csv","False","False","False","True","KEEP","Final experiment, calibration, method-note, manifest, or provenance artifact retained for reproducibility."
"outputs/step27_prior_misspecification/final_50/manifest.json","27","json","False","False","False","True","KEEP","Final experiment, calibration, method-note, manifest, or provenance artifact retained for reproducibility."
"outputs/step27_prior_misspecification/final_50/prior_multiplier_comparison.csv","27","csv","False","False","False","True","KEEP","Final experiment, calibration, method-note, manifest, or provenance artifact retained for reproducibility."
"outputs/step27_prior_misspecification/final_50/results.csv","27","csv","True","False","False","True","KEEP","Frozen source listed in outputs/final_analysis/source_inventory.csv."
"outputs/step27_prior_misspecification/final_50/sensitivity_slope_summary.csv","27","csv","False","False","False","True","KEEP","Final experiment, calibration, method-note, manifest, or provenance artifact retained for reproducibility."
"outputs/step27_prior_misspecification/final_50/STEP27_METHOD_NOTE.md","27","md","False","False","False","True","KEEP","Final experiment, calibration, method-note, manifest, or provenance artifact retained for reproducibility."
"outputs/step27_prior_misspecification/final_50/structural_break_sensitivity_summary.csv","27","csv","False","False","False","True","KEEP","Final experiment, calibration, method-note, manifest, or provenance artifact retained for reproducibility."
"outputs/step27_prior_misspecification/final_50/summary.csv","27","csv","False","False","False","True","KEEP","Final experiment, calibration, method-note, manifest, or provenance artifact retained for reproducibility."
"outputs/step28_ceded_bf_development_sensitivity/baseline_gate_50/acceptance_report.csv","28","csv","False","False","False","True","KEEP","Acceptance gate is a required default input to the corresponding final experiment runner."
"outputs/step28_ceded_bf_development_sensitivity/baseline_gate_50/baseline_reproduction.csv","28","csv","False","False","False","True","KEEP","Acceptance gate is a required default input to the corresponding final experiment runner."
"outputs/step28_ceded_bf_development_sensitivity/baseline_gate_50/by_accident_year.csv","28","csv","False","False","False","True","KEEP","Acceptance gate is a required default input to the corresponding final experiment runner."
"outputs/step28_ceded_bf_development_sensitivity/baseline_gate_50/failure_summary.csv","28","csv","False","False","False","True","KEEP","Acceptance gate is a required default input to the corresponding final experiment runner."
"outputs/step28_ceded_bf_development_sensitivity/baseline_gate_50/manifest.json","28","json","False","False","False","True","KEEP","Acceptance gate is a required default input to the corresponding final experiment runner."
"outputs/step28_ceded_bf_development_sensitivity/baseline_gate_50/results.csv","28","csv","False","False","False","True","KEEP","Acceptance gate is a required default input to the corresponding final experiment runner."
"outputs/step28_ceded_bf_development_sensitivity/baseline_gate_50/STEP28_METHOD_NOTE.md","28","md","False","False","False","True","KEEP","Acceptance gate is a required default input to the corresponding final experiment runner."
"outputs/step28_ceded_bf_development_sensitivity/baseline_gate_50/summary.csv","28","csv","False","False","False","True","KEEP","Acceptance gate is a required default input to the corresponding final experiment runner."
"outputs/step28_ceded_bf_development_sensitivity/calibration/final_2000/calibration_acceptance_report.csv","28","csv","False","False","False","True","KEEP","Final experiment, calibration, method-note, manifest, or provenance artifact retained for reproducibility."
"outputs/step28_ceded_bf_development_sensitivity/calibration/final_2000/calibration_support_summary.csv","28","csv","False","False","False","True","KEEP","Final experiment, calibration, method-note, manifest, or provenance artifact retained for reproducibility."
"outputs/step28_ceded_bf_development_sensitivity/calibration/final_2000/ceded_development_pattern.csv","28","csv","True","False","False","True","KEEP","Frozen source listed in outputs/final_analysis/source_inventory.csv."
"outputs/step28_ceded_bf_development_sensitivity/calibration/final_2000/development_aggregates.csv","28","csv","False","False","False","True","KEEP","Final experiment, calibration, method-note, manifest, or provenance artifact retained for reproducibility."
"outputs/step28_ceded_bf_development_sensitivity/calibration/final_2000/inflation_pattern_comparison.csv","28","csv","False","False","False","True","KEEP","Final experiment, calibration, method-note, manifest, or provenance artifact retained for reproducibility."
"outputs/step28_ceded_bf_development_sensitivity/calibration/final_2000/manifest.json","28","json","False","False","False","True","KEEP","Final experiment, calibration, method-note, manifest, or provenance artifact retained for reproducibility."
"outputs/step28_ceded_bf_development_sensitivity/calibration/final_2000/natural_horizon_summary.csv","28","csv","False","False","False","True","KEEP","Final experiment, calibration, method-note, manifest, or provenance artifact retained for reproducibility."
"outputs/step28_ceded_bf_development_sensitivity/calibration/final_2000/STEP28_CALIBRATION_METHOD_NOTE.md","28","md","False","False","False","True","KEEP","Final experiment, calibration, method-note, manifest, or provenance artifact retained for reproducibility."
"outputs/step28_ceded_bf_development_sensitivity/final_50/acceptance_report.csv","28","csv","False","False","False","True","KEEP","Final experiment, calibration, method-note, manifest, or provenance artifact retained for reproducibility."
"outputs/step28_ceded_bf_development_sensitivity/final_50/baseline_reproduction.csv","28","csv","False","False","False","True","KEEP","Final experiment, calibration, method-note, manifest, or provenance artifact retained for reproducibility."
"outputs/step28_ceded_bf_development_sensitivity/final_50/by_accident_year.csv","28","csv","True","False","False","True","KEEP","Frozen source listed in outputs/final_analysis/source_inventory.csv."
"outputs/step28_ceded_bf_development_sensitivity/final_50/failure_summary.csv","28","csv","False","False","False","True","KEEP","Final experiment, calibration, method-note, manifest, or provenance artifact retained for reproducibility."
"outputs/step28_ceded_bf_development_sensitivity/final_50/manifest.json","28","json","False","False","False","True","KEEP","Final experiment, calibration, method-note, manifest, or provenance artifact retained for reproducibility."
"outputs/step28_ceded_bf_development_sensitivity/final_50/pattern_comparison.csv","28","csv","False","False","False","True","KEEP","Final experiment, calibration, method-note, manifest, or provenance artifact retained for reproducibility."
"outputs/step28_ceded_bf_development_sensitivity/final_50/results.csv","28","csv","True","False","False","True","KEEP","Frozen source listed in outputs/final_analysis/source_inventory.csv."
"outputs/step28_ceded_bf_development_sensitivity/final_50/STEP28_METHOD_NOTE.md","28","md","False","False","False","True","KEEP","Final experiment, calibration, method-note, manifest, or provenance artifact retained for reproducibility."
"outputs/step28_ceded_bf_development_sensitivity/final_50/summary.csv","28","csv","False","False","False","True","KEEP","Final experiment, calibration, method-note, manifest, or provenance artifact retained for reproducibility."
"outputs/step29_treaty_indexation_sensitivity/baseline_gate_2/acceptance_report.csv","29","csv","False","False","False","True","KEEP","Acceptance gate is a required default input to the corresponding final experiment runner."
"outputs/step29_treaty_indexation_sensitivity/baseline_gate_2/baseline_reproduction.csv","29","csv","False","False","False","True","KEEP","Acceptance gate is a required default input to the corresponding final experiment runner."
"outputs/step29_treaty_indexation_sensitivity/baseline_gate_2/by_accident_year.csv","29","csv","False","False","False","True","KEEP","Acceptance gate is a required default input to the corresponding final experiment runner."
"outputs/step29_treaty_indexation_sensitivity/baseline_gate_2/comparison_summary.csv","29","csv","False","False","False","True","KEEP","Acceptance gate is a required default input to the corresponding final experiment runner."
"outputs/step29_treaty_indexation_sensitivity/baseline_gate_2/development_summary.csv","29","csv","False","False","False","True","KEEP","Acceptance gate is a required default input to the corresponding final experiment runner."
"outputs/step29_treaty_indexation_sensitivity/baseline_gate_2/failure_summary.csv","29","csv","False","False","False","True","KEEP","Acceptance gate is a required default input to the corresponding final experiment runner."
"outputs/step29_treaty_indexation_sensitivity/baseline_gate_2/manifest.json","29","json","False","False","False","True","KEEP","Acceptance gate is a required default input to the corresponding final experiment runner."
"outputs/step29_treaty_indexation_sensitivity/baseline_gate_2/results.csv","29","csv","False","False","False","True","KEEP","Acceptance gate is a required default input to the corresponding final experiment runner."
"outputs/step29_treaty_indexation_sensitivity/baseline_gate_2/STEP29_METHOD_NOTE.md","29","md","False","False","False","True","KEEP","Acceptance gate is a required default input to the corresponding final experiment runner."
"outputs/step29_treaty_indexation_sensitivity/baseline_gate_2/treaty_term_schedule.csv","29","csv","False","False","False","True","KEEP","Acceptance gate is a required default input to the corresponding final experiment runner."
"outputs/step29_treaty_indexation_sensitivity/final_50/acceptance_report.csv","29","csv","False","False","False","True","KEEP","Final experiment, calibration, method-note, manifest, or provenance artifact retained for reproducibility."
"outputs/step29_treaty_indexation_sensitivity/final_50/baseline_reproduction.csv","29","csv","False","False","False","True","KEEP","Final experiment, calibration, method-note, manifest, or provenance artifact retained for reproducibility."
"outputs/step29_treaty_indexation_sensitivity/final_50/by_accident_year.csv","29","csv","True","False","False","True","KEEP","Frozen source listed in outputs/final_analysis/source_inventory.csv."
"outputs/step29_treaty_indexation_sensitivity/final_50/comparison_summary.csv","29","csv","False","False","False","True","KEEP","Final experiment, calibration, method-note, manifest, or provenance artifact retained for reproducibility."
"outputs/step29_treaty_indexation_sensitivity/final_50/development_summary.csv","29","csv","False","False","False","True","KEEP","Final experiment, calibration, method-note, manifest, or provenance artifact retained for reproducibility."
"outputs/step29_treaty_indexation_sensitivity/final_50/failure_summary.csv","29","csv","False","False","False","True","KEEP","Final experiment, calibration, method-note, manifest, or provenance artifact retained for reproducibility."
"outputs/step29_treaty_indexation_sensitivity/final_50/manifest.json","29","json","False","False","False","True","KEEP","Final experiment, calibration, method-note, manifest, or provenance artifact retained for reproducibility."
"outputs/step29_treaty_indexation_sensitivity/final_50/paired_comparison.csv","29","csv","False","False","False","True","KEEP","Final experiment, calibration, method-note, manifest, or provenance artifact retained for reproducibility."
"outputs/step29_treaty_indexation_sensitivity/final_50/results.csv","29","csv","True","False","False","True","KEEP","Frozen source listed in outputs/final_analysis/source_inventory.csv."
"outputs/step29_treaty_indexation_sensitivity/final_50/scenario_summary.csv","29","csv","False","False","False","True","KEEP","Final experiment, calibration, method-note, manifest, or provenance artifact retained for reproducibility."
"outputs/step29_treaty_indexation_sensitivity/final_50/STEP29_METHOD_NOTE.md","29","md","False","False","False","True","KEEP","Final experiment, calibration, method-note, manifest, or provenance artifact retained for reproducibility."
"outputs/step29_treaty_indexation_sensitivity/final_50/treaty_term_schedule.csv","29","csv","False","False","False","True","KEEP","Final experiment, calibration, method-note, manifest, or provenance artifact retained for reproducibility."
"outputs/step29_treaty_indexation_sensitivity/smoke_2/acceptance_report.csv","29","csv","False","False","False","False","REMOVE","Generated smoke-run artifact; not referenced by Step 32, Step 33, tests, documentation, or a final-run input."
"outputs/step29_treaty_indexation_sensitivity/smoke_2/baseline_reproduction.csv","29","csv","False","False","False","False","REMOVE","Generated smoke-run artifact; not referenced by Step 32, Step 33, tests, documentation, or a final-run input."
"outputs/step29_treaty_indexation_sensitivity/smoke_2/by_accident_year.csv","29","csv","False","False","False","False","REMOVE","Generated smoke-run artifact; not referenced by Step 32, Step 33, tests, documentation, or a final-run input."
"outputs/step29_treaty_indexation_sensitivity/smoke_2/comparison_summary.csv","29","csv","False","False","False","False","REMOVE","Generated smoke-run artifact; not referenced by Step 32, Step 33, tests, documentation, or a final-run input."
"outputs/step29_treaty_indexation_sensitivity/smoke_2/development_summary.csv","29","csv","False","False","False","False","REMOVE","Generated smoke-run artifact; not referenced by Step 32, Step 33, tests, documentation, or a final-run input."
"outputs/step29_treaty_indexation_sensitivity/smoke_2/failure_summary.csv","29","csv","False","False","False","False","REMOVE","Generated smoke-run artifact; not referenced by Step 32, Step 33, tests, documentation, or a final-run input."
"outputs/step29_treaty_indexation_sensitivity/smoke_2/manifest.json","29","json","False","False","False","False","REMOVE","Generated smoke-run artifact; not referenced by Step 32, Step 33, tests, documentation, or a final-run input."
"outputs/step29_treaty_indexation_sensitivity/smoke_2/results.csv","29","csv","False","False","False","False","REMOVE","Generated smoke-run artifact; not referenced by Step 32, Step 33, tests, documentation, or a final-run input."
"outputs/step29_treaty_indexation_sensitivity/smoke_2/STEP29_METHOD_NOTE.md","29","md","False","False","False","False","REMOVE","Generated smoke-run artifact; not referenced by Step 32, Step 33, tests, documentation, or a final-run input."
"outputs/step29_treaty_indexation_sensitivity/smoke_2/treaty_term_schedule.csv","29","csv","False","False","False","False","REMOVE","Generated smoke-run artifact; not referenced by Step 32, Step 33, tests, documentation, or a final-run input."
"outputs/step31_paired_comparisons/acceptance_report.csv","31","csv","False","False","False","True","KEEP","Final experiment, calibration, method-note, manifest, or provenance artifact retained for reproducibility."
"outputs/step31_paired_comparisons/applicability_comparison_summary.csv","31","csv","False","False","False","True","KEEP","Final experiment, calibration, method-note, manifest, or provenance artifact retained for reproducibility."
"outputs/step31_paired_comparisons/bootstrap_summary.csv","31","csv","False","False","False","True","KEEP","Final experiment, calibration, method-note, manifest, or provenance artifact retained for reproducibility."
"outputs/step31_paired_comparisons/history_window_paired_comparisons.csv","31","csv","True","False","False","True","KEEP","Frozen source listed in outputs/final_analysis/source_inventory.csv."
"outputs/step31_paired_comparisons/manifest.json","31","json","False","False","False","True","KEEP","Final experiment, calibration, method-note, manifest, or provenance artifact retained for reproducibility."
"outputs/step31_paired_comparisons/paired_model_comparison_summary.csv","31","csv","True","False","False","True","KEEP","Frozen source listed in outputs/final_analysis/source_inventory.csv."
"outputs/step31_paired_comparisons/paired_model_comparisons.csv","31","csv","False","False","False","True","KEEP","Final experiment, calibration, method-note, manifest, or provenance artifact retained for reproducibility."
"outputs/step31_paired_comparisons/prior_sensitivity_paired_comparisons.csv","31","csv","True","False","False","True","KEEP","Frozen source listed in outputs/final_analysis/source_inventory.csv."
"outputs/step31_paired_comparisons/STEP31_METHOD_NOTE.md","31","md","False","False","False","True","KEEP","Final experiment, calibration, method-note, manifest, or provenance artifact retained for reproducibility."
"outputs/step31_paired_comparisons/treaty_indexation_paired_comparison_summary.csv","31","csv","False","False","False","True","KEEP","Final experiment, calibration, method-note, manifest, or provenance artifact retained for reproducibility."
"outputs/step31_paired_comparisons/treaty_indexation_paired_comparisons.csv","31","csv","False","False","False","True","KEEP","Final experiment, calibration, method-note, manifest, or provenance artifact retained for reproducibility."
