simulation_id,claim_id,accident_year,frequency_scenario,tail_type,ultimate_real_severity,report_delay,report_year,structural_break_indicator
1,S0001_C000412,2018,constant,long,2451616.2571417177,0,2018,1
1,S0001_C000413,2018,constant,long,1077674.4643042153,0,2018,1
1,S0001_C000414,2018,constant,long,2589902.8128948994,0,2018,1
1,S0001_C000415,2018,constant,long,1147263.7111689558,1,2019,1
1,S0001_C000416,2019,constant,long,1285076.6909314771,0,2019,1
1,S0001_C000417,2019,constant,long,1086220.532077287,1,2020,1
1,S0001_C000418,2019,constant,long,1129000.5423952716,3,2022,1
1,S0001_C000419,2019,constant,long,3683613.553317308,0,2019,1
1,S0001_C000420,2019,constant,long,1546844.3502978429,1,2020,1
1,S0001_C000421,2019,constant,long,1638585.8162725726,0,2019,1
1,S0001_C000422,2019,constant,long,1167982.3149593135,0,2019,1
1,S0001_C000423,2019,constant,long,1216895.5312594792,0,2019,1
1,S0001_C000424,2019,constant,long,1271994.6622251426,0,2019,1
1,S0001_C000425,2019,constant,long,1092872.6451010676,0,2019,1
1,S0001_C000426,2019,constant,long,1850307.060755242,0,2019,1
1,S0001_C000427,2019,constant,long,1278432.7736504488,1,2020,1
1,S0001_C000428,2019,constant,long,1010581.5738340467,0,2019,1
1,S0001_C000429,2019,constant,long,1030393.2782579865,1,2020,1
1,S0001_C000430,2019,constant,long,2520609.0298856897,0,2019,1
1,S0001_C000431,2019,constant,long,2998962.270871409,1,2020,1
1,S0001_C000432,2019,constant,long,2180294.989068163,0,2019,1
1,S0001_C000433,2019,constant,long,1028265.4951983248,1,2020,1
1,S0001_C000434,2019,constant,long,1544389.3585711077,0,2019,1
1,S0001_C000435,2019,constant,long,1210797.5520113874,2,2021,1
1,S0001_C000436,2019,constant,long,2115774.067150687,1,2020,1
1,S0001_C000437,2019,constant,long,1025699.5563443485,2,2021,1
1,S0001_C000438,2019,constant,long,2762182.8121003546,0,2019,1
1,S0001_C000439,2019,constant,long,1281804.6058470542,1,2020,1
1,S0001_C000440,2019,constant,long,1015577.8050397588,0,2019,1
1,S0001_C000441,2019,constant,long,1003053.5902497845,0,2019,1
1,S0001_C000442,2019,constant,long,1529809.5264549635,1,2020,1
1,S0001_C000443,2019,constant,long,1031574.8663635404,0,2019,1
1,S0001_C000444,2019,constant,long,1254864.7559970312,0,2019,1
1,S0001_C000445,2019,constant,long,1653852.495967022,1,2020,1
1,S0001_C000446,2019,constant,long,1120075.7816042237,3,2022,1
1,S0001_C000447,2019,constant,long,1045142.0867281158,1,2020,1
1,S0001_C000448,2019,constant,long,1371326.319515104,0,2019,1
1,S0001_C000449,2019,constant,long,3501482.5718933083,0,2019,1
1,S0001_C000450,2019,constant,long,1952893.3805376887,0,2019,1
1,S0001_C000451,2019,constant,long,1673112.436307409,0,2019,1
1,S0001_C000452,2019,constant,long,2374103.2679542666,0,2019,1
1,S0001_C000453,2019,constant,long,1307857.409842377,2,2021,1
1,S0001_C000454,2019,constant,long,1032410.1448764222,0,2019,1
1,S0001_C000455,2019,constant,long,3991785.0372218206,0,2019,1
1,S0001_C000456,2019,constant,long,1155220.8425370005,0,2019,1
1,S0001_C000457,2019,constant,long,1052067.135799713,2,2021,1
1,S0001_C000458,2020,constant,long,1140565.8888474929,1,2021,1
1,S0001_C000459,2020,constant,long,1277014.4135505715,1,2021,1
1,S0001_C000460,2020,constant,long,1008329.7664139294,0,2020,1
1,S0001_C000461,2020,constant,long,2476041.4110074583,0,2020,1
1,S0001_C000462,2020,constant,long,1218405.9092413946,0,2020,1
1,S0001_C000463,2020,constant,long,1330376.6944932325,0,2020,1
1,S0001_C000464,2020,constant,long,1090173.824536309,1,2021,1
1,S0001_C000465,2020,constant,long,1232651.2171182567,1,2021,1
1,S0001_C000466,2020,constant,long,1166698.8127729574,0,2020,1
1,S0001_C000467,2020,constant,long,1134544.0357064866,0,2020,1
1,S0001_C000468,2020,constant,long,5194658.937168397,0,2020,1
1,S0001_C000469,2020,constant,long,1011649.8395075522,1,2021,1
1,S0001_C000470,2020,constant,long,1368775.802383101,0,2020,1
1,S0001_C000471,2020,constant,long,1435466.6006097228,0,2020,1
1,S0001_C000472,2020,constant,long,1222711.4724381082,2,2022,1
1,S0001_C000473,2020,constant,long,1489982.7389932917,0,2020,1
1,S0001_C000474,2020,constant,long,1122693.7029609727,1,2021,1
1,S0001_C000475,2020,constant,long,1960562.633445834,2,2022,1
1,S0001_C000476,2020,constant,long,1029093.9441924723,0,2020,1
1,S0001_C000477,2020,constant,long,1005722.3990171883,0,2020,1
1,S0001_C000478,2020,constant,long,1034156.4761814781,0,2020,1
1,S0001_C000479,2020,constant,long,1390290.8414349838,1,2021,1
1,S0001_C000480,2020,constant,long,1393898.906777991,0,2020,1
1,S0001_C000481,2020,constant,long,1927663.3136605183,0,2020,1
1,S0001_C000482,2020,constant,long,1664391.8298082673,2,2022,1
1,S0001_C000483,2020,constant,long,1093964.061645277,3,2023,1
1,S0001_C000484,2020,constant,long,1279822.555355243,4,2024,1
1,S0001_C000485,2020,constant,long,1091479.862834523,0,2020,1
1,S0001_C000486,2020,constant,long,1457593.3699084092,0,2020,1
1,S0001_C000487,2020,constant,long,1732903.7246638574,2,2022,1
1,S0001_C000488,2020,constant,long,1425626.822779546,1,2021,1
1,S0001_C000489,2020,constant,long,4602319.017367462,0,2020,1
1,S0001_C000490,2020,constant,long,2782031.691435634,0,2020,1
1,S0001_C000491,2020,constant,long,2379315.733286547,0,2020,1
1,S0001_C000492,2020,constant,long,2837733.946038404,2,2022,1
1,S0001_C000493,2020,constant,long,1229193.2654712508,0,2020,1
1,S0001_C000494,2020,constant,long,1562002.1223836727,0,2020,1
1,S0001_C000495,2020,constant,long,1073141.4921750997,0,2020,1
1,S0001_C000496,2020,constant,long,1405854.4549969689,0,2020,1
1,S0001_C000497,2020,constant,long,1424618.1347171925,2,2022,1
1,S0001_C000498,2020,constant,long,1389404.9461757867,3,2023,1
1,S0001_C000499,2020,constant,long,1157344.2584426438,0,2020,1
1,S0001_C000500,2020,constant,long,1250879.2464045028,3,2023,1
1,S0001_C000501,2020,constant,long,1815442.0144662322,0,2020,1
1,S0001_C000502,2020,constant,long,2444738.661704438,0,2020,1
1,S0001_C000503,2020,constant,long,1254329.7698986284,0,2020,1
1,S0001_C000504,2021,constant,long,1060881.3139085062,1,2022,1
1,S0001_C000505,2021,constant,long,2053160.606927446,0,2021,1
1,S0001_C000506,2021,constant,long,1467845.2521247398,0,2021,1
1,S0001_C000507,2021,constant,long,1566947.621280694,0,2021,1
1,S0001_C000508,2021,constant,long,1413343.5506770322,0,2021,1
1,S0001_C000509,2021,constant,long,1497394.7203338041,1,2022,1
1,S0001_C000510,2021,constant,long,1865558.0715795876,1,2022,1
1,S0001_C000511,2021,constant,long,1057221.1944772936,0,2021,1
1,S0001_C000512,2021,constant,long,1253633.983675605,0,2021,1
1,S0001_C000513,2021,constant,long,1058298.6430608376,0,2021,1
1,S0001_C000514,2021,constant,long,1643593.6177732355,0,2021,1
1,S0001_C000515,2021,constant,long,2515111.9429934877,0,2021,1
1,S0001_C000516,2021,constant,long,1981406.8540583875,0,2021,1
1,S0001_C000517,2021,constant,long,1557057.0556594005,4,2025,1
1,S0001_C000518,2021,constant,long,1124495.0251477202,1,2022,1
1,S0001_C000519,2021,constant,long,1063006.2693589085,1,2022,1
1,S0001_C000520,2021,constant,long,1336136.584084456,0,2021,1
1,S0001_C000521,2021,constant,long,1408132.5619728286,0,2021,1
1,S0001_C000522,2021,constant,long,1233846.3231048537,0,2021,1
1,S0001_C000523,2021,constant,long,1234530.4116335856,0,2021,1
1,S0001_C000524,2021,constant,long,1025492.1786918226,1,2022,1
1,S0001_C000525,2021,constant,long,1061191.77683047,0,2021,1
1,S0001_C000526,2021,constant,long,1123874.4033873596,3,2024,1
1,S0001_C000527,2021,constant,long,1105036.6140094309,1,2022,1
1,S0001_C000528,2021,constant,long,1354814.037626188,0,2021,1
1,S0001_C000529,2021,constant,long,2502973.3572729765,0,2021,1
1,S0001_C000530,2021,constant,long,1025260.0241487653,0,2021,1
1,S0001_C000531,2021,constant,long,1062234.5582555598,0,2021,1
1,S0001_C000532,2021,constant,long,1218584.4762388705,0,2021,1
1,S0001_C000533,2021,constant,long,1063216.810400114,4,2025,1
1,S0001_C000534,2021,constant,long,1369885.9232589393,0,2021,1
1,S0001_C000535,2021,constant,long,2880827.830651395,0,2021,1
1,S0001_C000536,2021,constant,long,1339698.4040927219,0,2021,1
1,S0001_C000537,2021,constant,long,1242153.794241771,0,2021,1
1,S0001_C000538,2021,constant,long,1588470.5921329742,0,2021,1
1,S0001_C000539,2021,constant,long,1762088.6074432568,0,2021,1
1,S0001_C000540,2021,constant,long,1058015.7245678338,1,2022,1
1,S0001_C000541,2021,constant,long,1375427.6150957297,0,2021,1
1,S0001_C000542,2021,constant,long,1164767.7872743092,1,2022,1
1,S0001_C000543,2021,constant,long,1394685.15681345,0,2021,1
1,S0001_C000544,2021,constant,long,1392183.3262248838,1,2022,1
1,S0001_C000545,2021,constant,long,1042145.1741993725,0,2021,1
1,S0001_C000546,2021,constant,long,1106334.7244280956,0,2021,1
1,S0001_C000547,2021,constant,long,1393647.4017829897,1,2022,1
1,S0001_C000548,2021,constant,long,1216535.3429053414,0,2021,1
1,S0001_C000549,2021,constant,long,1035231.6447587897,0,2021,1
1,S0001_C000550,2021,constant,long,1093181.8886828658,1,2022,1
1,S0001_C000551,2022,constant,long,6989201.643907037,0,2022,1
1,S0001_C000552,2022,constant,long,1257526.9987847218,0,2022,1
1,S0001_C000553,2022,constant,long,1279906.8704882984,0,2022,1
1,S0001_C000554,2022,constant,long,1005283.0875258439,1,2023,1
1,S0001_C000555,2022,constant,long,1210086.0018126126,1,2023,1
1,S0001_C000556,2022,constant,long,1305817.180571373,1,2023,1
1,S0001_C000557,2022,constant,long,1111608.7959281632,0,2022,1
1,S0001_C000558,2022,constant,long,2047076.0832880232,0,2022,1
1,S0001_C000559,2022,constant,long,1571078.4628868985,2,2024,1
1,S0001_C000560,2022,constant,long,1062927.4343467797,0,2022,1
1,S0001_C000561,2022,constant,long,1445266.2837812917,0,2022,1
1,S0001_C000562,2022,constant,long,1224032.9006856713,0,2022,1
1,S0001_C000563,2022,constant,long,1518303.2262222434,0,2022,1
1,S0001_C000564,2022,constant,long,1004030.5154779066,2,2024,1
1,S0001_C000565,2022,constant,long,1390063.0448292743,1,2023,1
1,S0001_C000566,2022,constant,long,1073583.4947509519,0,2022,1
1,S0001_C000567,2022,constant,long,1072595.3364096826,0,2022,1
1,S0001_C000568,2022,constant,long,5978258.553139273,2,2024,1
1,S0001_C000569,2022,constant,long,1144533.6711146373,1,2023,1
1,S0001_C000570,2022,constant,long,2103437.0252698045,2,2024,1
1,S0001_C000571,2022,constant,long,1022251.6486060325,1,2023,1
1,S0001_C000572,2022,constant,long,1384272.908079806,0,2022,1
1,S0001_C000573,2022,constant,long,1834288.6584660097,1,2023,1
1,S0001_C000574,2022,constant,long,1469166.2089570973,0,2022,1
1,S0001_C000575,2022,constant,long,1148321.7096015925,0,2022,1
1,S0001_C000576,2022,constant,long,1627615.5386314336,1,2023,1
1,S0001_C000577,2022,constant,long,1120190.000166892,0,2022,1
1,S0001_C000578,2022,constant,long,1127181.6095268822,0,2022,1
1,S0001_C000579,2022,constant,long,1595099.2489213448,1,2023,1
1,S0001_C000580,2022,constant,long,2626146.594636464,0,2022,1
1,S0001_C000581,2022,constant,long,1975907.77880245,1,2023,1
1,S0001_C000582,2022,constant,long,1116383.7367131803,0,2022,1
1,S0001_C000583,2022,constant,long,1012821.8562340994,1,2023,1
1,S0001_C000584,2022,constant,long,1361500.2871383864,1,2023,1
1,S0001_C000585,2022,constant,long,1998944.6202902768,1,2023,1
1,S0001_C000586,2022,constant,long,1260838.0968270604,0,2022,1
1,S0001_C000587,2022,constant,long,1551913.6690124476,1,2023,1
1,S0001_C000588,2022,constant,long,1468373.3003853762,1,2023,1
1,S0001_C000589,2022,constant,long,1421672.4110874787,0,2022,1
1,S0001_C000590,2022,constant,long,1307619.758150713,4,2026,1
1,S0001_C000591,2022,constant,long,1327126.2872317138,4,2026,1
1,S0001_C000592,2022,constant,long,1274098.6220307392,3,2025,1
1,S0001_C000593,2022,constant,long,1558921.0952307775,0,2022,1
1,S0001_C000594,2022,constant,long,2488012.5407063803,2,2024,1
1,S0001_C000595,2022,constant,long,1100667.215746365,1,2023,1
1,S0001_C000596,2022,constant,long,1025476.8077989105,0,2022,1
1,S0001_C000597,2022,constant,long,1445879.6403535544,1,2023,1
1,S0001_C000598,2022,constant,long,1939141.5377598573,0,2022,1
1,S0001_C000599,2022,constant,long,2904814.6977971867,0,2022,1
1,S0001_C000600,2022,constant,long,2310354.707923371,1,2023,1
1,S0001_C000601,2022,constant,long,1682940.156863222,0,2022,1
1,S0001_C000602,2023,constant,long,1164219.748758053,2,2025,1
1,S0001_C000603,2023,constant,long,1763359.056165497,1,2024,1
1,S0001_C000604,2023,constant,long,1107829.8055133512,0,2023,1
1,S0001_C000605,2023,constant,long,6386055.109548878,0,2023,1
1,S0001_C000606,2023,constant,long,1004322.1274772516,2,2025,1
1,S0001_C000607,2023,constant,long,1657631.5629945744,0,2023,1
1,S0001_C000608,2023,constant,long,1153370.310308325,0,2023,1
1,S0001_C000609,2023,constant,long,1164156.0079884597,0,2023,1
1,S0001_C000610,2023,constant,long,1689872.3807840305,0,2023,1
1,S0001_C000611,2023,constant,long,1006309.9587469173,1,2024,1
1,S0001_C000612,2023,constant,long,2697307.0588640748,0,2023,1
1,S0001_C000613,2023,constant,long,1562953.6570939305,0,2023,1
1,S0001_C000614,2023,constant,long,3050724.689617775,0,2023,1
1,S0001_C000615,2023,constant,long,1924286.5361857384,0,2023,1
1,S0001_C000616,2023,constant,long,1399206.5641372649,1,2024,1
1,S0001_C000617,2023,constant,long,1179604.8293903829,0,2023,1
1,S0001_C000618,2023,constant,long,1464966.8944064532,0,2023,1
1,S0001_C000619,2023,constant,long,1254283.2859232333,0,2023,1
1,S0001_C000620,2023,constant,long,1000656.1751508311,2,2025,1
1,S0001_C000621,2023,constant,long,2697770.311847547,0,2023,1
1,S0001_C000622,2023,constant,long,3954117.255767956,0,2023,1
1,S0001_C000623,2023,constant,long,4867436.97082658,1,2024,1
1,S0001_C000624,2023,constant,long,1076137.0972414108,1,2024,1
1,S0001_C000625,2023,constant,long,1028998.048505744,2,2025,1
1,S0001_C000626,2023,constant,long,1062958.17012472,2,2025,1
1,S0001_C000627,2023,constant,long,1434888.7715317379,1,2024,1
1,S0001_C000628,2023,constant,long,1192072.9900072792,1,2024,1
1,S0001_C000629,2023,constant,long,1448617.450078863,0,2023,1
1,S0001_C000630,2023,constant,long,2202930.880418922,1,2024,1
1,S0001_C000631,2023,constant,long,1261759.2854532998,0,2023,1
1,S0001_C000632,2023,constant,long,1359436.6620292577,0,2023,1
1,S0001_C000633,2023,constant,long,1619793.7353845558,1,2024,1
1,S0001_C000634,2023,constant,long,1676522.091870031,0,2023,1
1,S0001_C000635,2023,constant,long,2449285.419442085,3,2026,1
1,S0001_C000636,2023,constant,long,1199709.0404824656,1,2024,1
1,S0001_C000637,2023,constant,long,1620505.1442968184,1,2024,1
1,S0001_C000638,2023,constant,long,1522465.4772977785,1,2024,1
1,S0001_C000639,2023,constant,long,1076979.0148293697,0,2023,1
1,S0001_C000640,2023,constant,long,1753847.5312233092,0,2023,1
1,S0001_C000641,2023,constant,long,1353301.7002668388,0,2023,1
1,S0001_C000642,2023,constant,long,1281032.3229917446,0,2023,1
1,S0001_C000643,2023,constant,long,1836220.2566036887,0,2023,1
1,S0001_C000644,2023,constant,long,1153333.0604613507,1,2024,1
1,S0001_C000645,2023,constant,long,1323797.5822809453,2,2025,1
1,S0001_C000646,2023,constant,long,1099830.4795249342,0,2023,1
1,S0001_C000647,2023,constant,long,1356384.8181752807,1,2024,1
1,S0001_C000648,2023,constant,long,2332617.3284222004,0,2023,1
1,S0001_C000649,2023,constant,long,1017521.4049281891,0,2023,1
1,S0001_C000650,2023,constant,long,1094402.595853636,0,2023,1
1,S0001_C000651,2023,constant,long,2074311.8982535705,0,2023,1
1,S0001_C000652,2023,constant,long,1275168.5785459233,2,2025,1
1,S0001_C000653,2023,constant,long,2273204.883827047,0,2023,1
1,S0001_C000654,2024,constant,long,1010045.3529893487,0,2024,1
1,S0001_C000655,2024,constant,long,1080073.0405824834,0,2024,1
1,S0001_C000656,2024,constant,long,1084398.6548674083,3,2027,1
1,S0001_C000657,2024,constant,long,1090552.5208748933,1,2025,1
1,S0001_C000658,2024,constant,long,2102398.4092066768,0,2024,1
1,S0001_C000659,2024,constant,long,1090898.9312231168,0,2024,1
1,S0001_C000660,2024,constant,long,1304938.2664605498,0,2024,1
1,S0001_C000661,2024,constant,long,1344483.867789716,0,2024,1
1,S0001_C000662,2024,constant,long,1194430.8273361125,1,2025,1
1,S0001_C000663,2024,constant,long,1010623.4314235252,0,2024,1
1,S0001_C000664,2024,constant,long,1475845.8682719911,0,2024,1
1,S0001_C000665,2024,constant,long,2093239.3223733837,0,2024,1
1,S0001_C000666,2024,constant,long,1126347.1296752295,2,2026,1
1,S0001_C000667,2024,constant,long,2025179.4880095266,0,2024,1
1,S0001_C000668,2024,constant,long,1063429.3875922689,0,2024,1
1,S0001_C000669,2024,constant,long,1624383.932203387,0,2024,1
1,S0001_C000670,2024,constant,long,1127646.284127209,1,2025,1
1,S0001_C000671,2024,constant,long,1165659.5369490637,0,2024,1
1,S0001_C000672,2024,constant,long,2009853.136286628,0,2024,1
1,S0001_C000673,2024,constant,long,1183572.048579061,0,2024,1
1,S0001_C000674,2024,constant,long,1351260.4073002846,0,2024,1
1,S0001_C000675,2024,constant,long,2603761.5561480355,1,2025,1
1,S0001_C000676,2024,constant,long,1035027.3373527834,2,2026,1
1,S0001_C000677,2024,constant,long,1244456.0842414144,0,2024,1
1,S0001_C000678,2024,constant,long,2662286.366592463,0,2024,1
1,S0001_C000679,2024,constant,long,1128213.7958776068,0,2024,1
1,S0001_C000680,2024,constant,long,1063975.8234487984,3,2027,1
1,S0001_C000681,2024,constant,long,1091239.7388401607,1,2025,1
1,S0001_C000682,2024,constant,long,1843244.331672551,0,2024,1
1,S0001_C000683,2024,constant,long,1539096.7288376607,0,2024,1
1,S0001_C000684,2024,constant,long,1202638.835920702,0,2024,1
1,S0001_C000685,2024,constant,long,1114865.703432136,0,2024,1
1,S0001_C000686,2024,constant,long,1202354.9373200121,0,2024,1
1,S0001_C000687,2024,constant,long,1925807.0527235228,1,2025,1
1,S0001_C000688,2024,constant,long,1286206.5345529167,2,2026,1
1,S0001_C000689,2024,constant,long,1357144.0931379918,2,2026,1
1,S0001_C000690,2024,constant,long,1539884.303079986,1,2025,1
1,S0001_C000691,2024,constant,long,1086992.388789817,1,2025,1
1,S0001_C000692,2024,constant,long,1921360.3849739337,1,2025,1
1,S0001_C000693,2024,constant,long,1131857.2371336333,0,2024,1
1,S0001_C000694,2024,constant,long,1611993.4625475318,0,2024,1
1,S0001_C000695,2024,constant,long,1149520.6618038106,0,2024,1
1,S0001_C000696,2024,constant,long,1138870.5547760902,1,2025,1
1,S0001_C000697,2024,constant,long,1344865.1334385516,0,2024,1
1,S0001_C000698,2024,constant,long,3816032.3550424753,2,2026,1
1,S0001_C000699,2024,constant,long,1395461.9214278492,0,2024,1
